movie_id,title,release_year,rating_count,average_rating,rating_stddev,volume_vs_variability,volume_vs_average,average_vs_variability
8644,"I, Robot (2004)",2004,61,3.49,0.93,-0.058,0.303,-0.423
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),2002,61,2.96,0.81,-0.058,0.303,-0.423
509,"Piano, The (1993)",1993,61,3.54,1.00,-0.058,0.303,-0.423
2321,Pleasantville (1998),1998,61,3.48,1.01,-0.058,0.303,-0.423
3527,Predator (1987),1987,61,3.58,1.03,-0.058,0.303,-0.423
2640,Superman (1978),1978,61,3.61,0.82,-0.058,0.303,-0.423
552,"Three Musketeers, The (1993)",1993,61,3.26,0.85,-0.058,0.303,-0.423
3253,Wayne's World (1992),1992,61,3.48,1.02,-0.058,0.303,-0.423
1377,Batman Returns (1992),1992,60,3.03,0.88,-0.058,0.303,-0.423
3471,Close Encounters of the Third Kind (1977),1977,60,3.74,0.89,-0.058,0.303,-0.423
466,Hot Shots! Part Deux (1993),1993,60,2.87,1.07,-0.058,0.303,-0.423
2006,"Mask of Zorro, The (1998)",1998,60,3.10,1.03,-0.058,0.303,-0.423
5299,My Big Fat Greek Wedding (2002),2002,60,3.27,1.08,-0.058,0.303,-0.423
596,Pinocchio (1940),1940,60,3.45,1.06,-0.058,0.303,-0.423
903,Vertigo (1958),1958,60,4.03,0.96,-0.058,0.303,-0.423
3535,American Psycho (2000),2000,59,3.79,1.03,-0.058,0.303,-0.423
420,Beverly Hills Cop III (1994),1994,59,2.72,0.94,-0.058,0.303,-0.423
1199,Brazil (1985),1985,59,4.18,0.84,-0.058,0.303,-0.423
1252,Chinatown (1974),1974,59,4.21,0.78,-0.058,0.303,-0.423
1552,Con Air (1997),1997,59,3.03,1.02,-0.058,0.303,-0.423
1500,Grosse Pointe Blank (1997),1997,59,3.61,0.97,-0.058,0.303,-0.423
112852,Guardians of the Galaxy (2014),2014,59,4.05,0.84,-0.058,0.303,-0.423
6378,"Italian Job, The (2003)",2003,59,3.62,0.72,-0.058,0.303,-0.423
6942,Love Actually (2003),2003,59,3.79,0.88,-0.058,0.303,-0.423
33679,Mr. & Mrs. Smith (2005),2005,59,3.28,1.00,-0.058,0.303,-0.423
2302,My Cousin Vinny (1992),1992,59,3.26,1.03,-0.058,0.303,-0.423
3033,Spaceballs (1987),1987,59,3.48,0.86,-0.058,0.303,-0.423
68358,Star Trek (2009),2009,59,3.86,0.82,-0.058,0.303,-0.423
6502,28 Days Later (2002),2002,58,3.97,0.78,-0.058,0.303,-0.423
1608,Air Force One (1997),1997,58,3.34,0.72,-0.058,0.303,-0.423
1230,Annie Hall (1977),1977,58,3.87,1.11,-0.058,0.303,-0.423
2167,Blade (1998),1998,58,3.36,0.94,-0.058,0.303,-0.423
5669,Bowling for Columbine (2002),2002,58,3.78,0.77,-0.058,0.303,-0.423
69844,Harry Potter and the Half-Blood Prince (2009),2009,58,3.89,0.81,-0.058,0.303,-0.423
54001,Harry Potter and the Order of the Phoenix (2007),2007,58,3.86,0.89,-0.058,0.303,-0.423
953,It's a Wonderful Life (1946),1946,58,4.03,1.04,-0.058,0.303,-0.423
81845,"King's Speech, The (2010)",2010,58,4.04,0.66,-0.058,0.303,-0.423
370,Naked Gun 33 1/3: The Final Insult (1994),1994,58,3.06,1.02,-0.058,0.303,-0.423
1394,Raising Arizona (1987),1987,58,3.99,0.96,-0.058,0.303,-0.423
73017,Sherlock Holmes (2009),2009,58,3.85,0.77,-0.058,0.303,-0.423
1207,To Kill a Mockingbird (1962),1962,58,4.12,0.87,-0.058,0.303,-0.423
708,"Truth About Cats & Dogs, The (1996)",1996,58,3.39,0.81,-0.058,0.303,-0.423
34162,Wedding Crashers (2005),2005,58,3.51,0.77,-0.058,0.303,-0.423
1203,12 Angry Men (1957),1957,57,4.15,1.01,-0.058,0.303,-0.423
8641,Anchorman: The Legend of Ron Burgundy (2004),2004,57,3.77,0.73,-0.058,0.303,-0.423
350,"Client, The (1994)",1994,57,3.39,0.86,-0.058,0.303,-0.423
160,Congo (1995),1995,57,2.88,1.03,-0.058,0.303,-0.423
1276,Cool Hand Luke (1967),1967,57,4.27,0.62,-0.058,0.303,-0.423
2470,Crocodile Dundee (1986),1986,57,3.18,0.91,-0.058,0.303,-0.423
2268,"Few Good Men, A (1992)",1992,57,3.79,0.74,-0.058,0.303,-0.423
2005,"Goonies, The (1985)",1985,57,3.57,0.91,-0.058,0.303,-0.423
908,North by Northwest (1959),1959,57,4.18,0.78,-0.058,0.303,-0.423
80463,"Social Network, The (2010)",2010,57,3.89,0.82,-0.058,0.303,-0.423
4370,A.I. Artificial Intelligence (2001),2001,56,3.34,0.87,-0.058,0.303,-0.423
2599,Election (1999),1999,56,3.66,1.07,-0.058,0.303,-0.423
1302,Field of Dreams (1989),1989,56,3.52,1.12,-0.058,0.303,-0.423
1641,"Full Monty, The (1997)",1997,56,3.76,0.85,-0.058,0.303,-0.423
2671,Notting Hill (1999),1999,56,3.46,1.05,-0.058,0.303,-0.423
53125,Pirates of the Caribbean: At World's End (2007),2007,56,3.44,0.96,-0.058,0.303,-0.423
2529,Planet of the Apes (1968),1968,56,3.80,0.86,-0.058,0.303,-0.423
2395,Rushmore (1998),1998,56,3.54,1.16,-0.058,0.303,-0.423
1148,Wallace & Gromit: The Wrong Trousers (1993),1993,56,4.04,1.03,-0.058,0.303,-0.423
1777,"Wedding Singer, The (1998)",1998,56,3.42,0.81,-0.058,0.303,-0.423
2804,"Christmas Story, A (1983)",1983,55,3.97,0.95,-0.058,0.303,-0.423
432,City Slickers II: The Legend of Curly's Gold (1994),1994,55,2.65,1.03,-0.058,0.303,-0.423
70,From Dusk Till Dawn (1996),1996,55,3.51,1.02,-0.058,0.303,-0.423
5956,Gangs of New York (2002),2002,55,3.52,0.99,-0.058,0.303,-0.423
2080,Lady and the Tramp (1955),1955,55,3.40,0.98,-0.058,0.303,-0.423
4308,Moulin Rouge (2001),2001,55,3.59,1.20,-0.058,0.303,-0.423
4720,"Others, The (2001)",2001,55,3.63,1.04,-0.058,0.303,-0.423
54503,Superbad (2007),2007,55,3.86,0.90,-0.058,0.303,-0.423
78499,Toy Story 3 (2010),2010,55,4.11,0.77,-0.058,0.303,-0.423
2572,10 Things I Hate About You (1999),1999,54,3.53,1.05,-0.058,0.303,-0.423
784,"Cable Guy, The (1996)",1996,54,2.81,1.18,-0.058,0.303,-0.423
122904,Deadpool (2016),2016,54,3.83,1.05,-0.058,0.303,-0.423
168,First Knight (1995),1995,54,3.08,1.30,-0.058,0.303,-0.423
59784,Kung Fu Panda (2008),2008,54,3.44,0.95,-0.058,0.303,-0.423
2406,Romancing the Stone (1984),1984,54,3.45,0.70,-0.058,0.303,-0.423
7,Sabrina (1995),1995,54,3.19,0.98,-0.058,0.303,-0.423
91500,The Hunger Games (2012),2012,54,3.44,1.02,-0.058,0.303,-0.423
4018,What Women Want (2000),2000,54,3.14,0.83,-0.058,0.303,-0.423
106782,"Wolf of Wall Street, The (2013)",2013,54,3.92,1.08,-0.058,0.303,-0.423
4816,Zoolander (2001),2001,54,3.51,1.01,-0.058,0.303,-0.423
2699,Arachnophobia (1990),1990,53,2.81,0.95,-0.058,0.303,-0.423
3911,Best in Show (2000),2000,53,3.69,0.86,-0.058,0.303,-0.423
49530,Blood Diamond (2006),2006,53,3.76,0.79,-0.058,0.303,-0.423
1997,"Exorcist, The (1973)",1973,53,3.80,1.01,-0.058,0.303,-0.423
2712,Eyes Wide Shut (1999),1999,53,3.46,1.11,-0.058,0.303,-0.423
1282,Fantasia (1940),1940,53,3.78,1.02,-0.058,0.303,-0.423
2947,Goldfinger (1964),1964,53,3.84,0.67,-0.058,0.303,-0.423
3489,Hook (1991),1991,53,3.36,0.89,-0.058,0.303,-0.423
76093,How to Train Your Dragon (2010),2010,53,3.94,0.86,-0.058,0.303,-0.423
172,Johnny Mnemonic (1995),1995,53,2.68,1.07,-0.058,0.303,-0.423
2078,"Jungle Book, The (1967)",1967,53,3.83,0.85,-0.058,0.303,-0.423
485,Last Action Hero (1993),1993,53,2.93,0.97,-0.058,0.303,-0.423
673,Space Jam (1996),1996,53,2.71,1.13,-0.058,0.303,-0.423
2701,Wild Wild West (1999),1999,53,2.21,0.98,-0.058,0.303,-0.423
71535,Zombieland (2009),2009,53,3.88,0.88,-0.058,0.303,-0.423
3552,Caddyshack (1980),1980,52,3.83,0.99,-0.058,0.303,-0.423
1639,Chasing Amy (1997),1997,52,3.58,1.10,-0.058,0.303,-0.423
225,Disclosure (1994),1994,52,3.54,0.78,-0.058,0.303,-0.423
1466,Donnie Brasco (1997),1997,52,3.74,0.72,-0.058,0.303,-0.423
109374,"Grand Budapest Hotel, The (2014)",2014,52,3.78,0.87,-0.058,0.303,-0.423
3,Grumpier Old Men (1995),1995,52,3.26,1.05,-0.058,0.303,-0.423
52973,Knocked Up (2007),2007,52,3.65,0.74,-0.058,0.303,-0.423
3160,Magnolia (1999),1999,52,3.71,0.99,-0.058,0.303,-0.423
30707,Million Dollar Baby (2004),2004,52,3.85,0.81,-0.058,0.303,-0.423
6870,Mystic River (2003),2003,52,3.71,0.82,-0.058,0.303,-0.423
45499,X-Men: The Last Stand (2006),2006,52,3.36,0.96,-0.058,0.303,-0.423
1215,Army of Darkness (1993),1993,51,4.04,0.87,-0.058,0.303,-0.423
145,Bad Boys (1995),1995,51,3.25,0.86,-0.058,0.303,-0.423
4239,Blow (2001),2001,51,3.81,0.79,-0.058,0.303,-0.423
4848,Mulholland Drive (2001),2001,51,3.84,0.91,-0.058,0.303,-0.423
2100,Splash (1984),1984,51,3.12,0.97,-0.058,0.303,-0.423
1645,The Devil's Advocate (1997),1997,51,3.41,0.99,-0.058,0.303,-0.423
4776,Training Day (2001),2001,51,3.79,0.72,-0.058,0.303,-0.423
5010,Black Hawk Down (2001),2001,50,3.81,0.79,-0.058,0.303,-0.423
33166,Crash (2004),2004,50,3.89,0.81,-0.058,0.303,-0.423
8361,"Day After Tomorrow, The (2004)",2004,50,3.05,0.88,-0.058,0.303,-0.423
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),2011,50,3.91,0.94,-0.058,0.303,-0.423
3785,Scary Movie (2000),2000,50,2.92,1.17,-0.058,0.303,-0.423
34405,Serenity (2005),2005,50,3.94,0.87,-0.058,0.303,-0.423
96079,Skyfall (2012),2012,50,3.81,0.79,-0.058,0.303,-0.423
910,Some Like It Hot (1959),1959,50,4.01,0.83,-0.058,0.303,-0.423
8464,Super Size Me (2004),2004,50,3.51,0.94,-0.058,0.303,-0.423
116797,The Imitation Game (2014),2014,50,4.02,0.73,-0.058,0.303,-0.423
333,Tommy Boy (1995),1995,50,3.78,1.09,-0.058,0.303,-0.423
2105,Tron (1982),1982,50,3.34,0.68,-0.058,0.303,-0.423
34048,War of the Worlds (2005),2005,50,3.15,0.89,-0.058,0.303,-0.423
2424,You've Got Mail (1998),1998,50,3.12,1.10,-0.058,0.303,-0.423
216,Billy Madison (1995),1995,49,3.33,1.06,-0.058,0.303,-0.423
5991,Chicago (2002),2002,49,3.72,0.92,-0.058,0.303,-0.423
45447,"Da Vinci Code, The (2006)",2006,49,3.12,0.85,-0.058,0.303,-0.423
5,Father of the Bride Part II (1995),1995,49,3.07,0.91,-0.058,0.303,-0.423
661,James and the Giant Peach (1996),1996,49,3.45,1.02,-0.058,0.303,-0.423
4643,Planet of the Apes (2001),2001,49,2.74,1.08,-0.058,0.303,-0.423
5464,Road to Perdition (2002),2002,49,3.52,0.88,-0.058,0.303,-0.423
2144,Sixteen Candles (1984),1984,49,3.60,0.85,-0.058,0.303,-0.423
2641,Superman II (1980),1980,49,3.02,0.89,-0.058,0.303,-0.423
3176,"Talented Mr. Ripley, The (1999)",1999,49,3.34,1.12,-0.058,0.303,-0.423
2694,Big Daddy (1999),1999,48,3.20,0.93,-0.058,0.303,-0.423
1748,Dark City (1998),1998,48,3.82,0.96,-0.058,0.303,-0.423
8784,Garden State (2004),2004,48,3.71,0.92,-0.058,0.303,-0.423
1275,Highlander (1986),1986,48,3.73,1.04,-0.058,0.303,-0.423
30749,Hotel Rwanda (2004),2004,48,3.79,0.96,-0.058,0.303,-0.423
1729,Jackie Brown (1997),1997,48,3.70,0.71,-0.058,0.303,-0.423
186,Nine Months (1995),1995,48,2.82,1.07,-0.058,0.303,-0.423
3000,Princess Mononoke (Mononoke-hime) (1997),1997,48,3.96,0.96,-0.058,0.303,-0.423
2019,Seven Samurai (Shichinin no samurai) (1954),1954,48,4.19,0.76,-0.058,0.303,-0.423
134130,The Martian (2015),2015,48,4.00,0.57,-0.058,0.303,-0.423
2763,"Thomas Crown Affair, The (1999)",1999,48,3.65,0.86,-0.058,0.303,-0.423
7458,Troy (2004),2004,48,3.43,0.93,-0.058,0.303,-0.423
745,Wallace & Gromit: A Close Shave (1995),1995,48,3.90,1.10,-0.058,0.303,-0.423
1367,101 Dalmatians (1996),1996,47,3.07,0.90,-0.058,0.303,-0.423
7293,50 First Dates (2004),2004,47,3.55,0.96,-0.058,0.303,-0.423
1320,Alien³ (a.k.a. Alien 3) (1992),1992,47,3.15,0.94,-0.058,0.303,-0.423
2539,Analyze This (1999),1999,47,3.10,0.83,-0.058,0.303,-0.423
1092,Basic Instinct (1992),1992,47,3.19,0.81,-0.058,0.303,-0.423
4014,Chocolat (2000),2000,47,3.52,1.03,-0.058,0.303,-0.423
2717,Ghostbusters II (1989),1989,47,3.00,0.88,-0.058,0.303,-0.423
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),2010,47,3.99,0.87,-0.058,0.303,-0.423
783,"Hunchback of Notre Dame, The (1996)",1996,47,3.33,0.93,-0.058,0.303,-0.423
77561,Iron Man 2 (2010),2010,47,3.51,0.80,-0.058,0.303,-0.423
2001,Lethal Weapon 2 (1989),1989,47,3.18,0.87,-0.058,0.303,-0.423
122882,Mad Max: Fury Road (2015),2015,47,3.82,0.95,-0.058,0.303,-0.423
1921,Pi (1998),1998,47,3.85,0.84,-0.058,0.303,-0.423
1994,Poltergeist (1982),1982,47,3.43,0.81,-0.058,0.303,-0.423
5679,"Ring, The (2002)",2002,47,3.20,0.88,-0.058,0.303,-0.423
899,Singin' in the Rain (1952),1952,47,4.07,0.98,-0.058,0.303,-0.423
1358,Sling Blade (1996),1996,47,3.84,1.05,-0.058,0.303,-0.423
8529,"Terminal, The (2004)",2004,47,3.32,0.96,-0.058,0.303,-0.423
5902,Adaptation (2002),2002,46,3.95,0.89,-0.058,0.303,-0.423
4085,Beverly Hills Cop (1984),1984,46,3.40,0.76,-0.058,0.303,-0.423
2076,Blue Velvet (1986),1986,46,3.95,0.89,-0.058,0.303,-0.423
1884,Fear and Loathing in Las Vegas (1998),1998,46,3.97,0.85,-0.058,0.303,-0.423
64614,Gran Torino (2008),2008,46,3.95,0.63,-0.058,0.303,-0.423
2002,Lethal Weapon 3 (1992),1992,46,2.93,0.98,-0.058,0.303,-0.423
5060,M*A*S*H (a.k.a. MASH) (1970),1970,46,3.93,0.93,-0.058,0.303,-0.423
3752,"Me, Myself & Irene (2000)",2000,46,3.09,0.90,-0.058,0.303,-0.423
44,Mortal Kombat (1995),1995,46,2.54,1.08,-0.058,0.303,-0.423
802,Phenomenon (1996),1996,46,3.34,0.92,-0.058,0.303,-0.423
5995,"Pianist, The (2002)",2002,46,4.11,0.82,-0.058,0.303,-0.423
47099,"Pursuit of Happyness, The (2006)",2006,46,3.79,0.87,-0.058,0.303,-0.423
112,Rumble in the Bronx (Hont faan kui) (1995),1995,46,3.54,0.93,-0.058,0.303,-0.423
54272,"Simpsons Movie, The (2007)",2007,46,3.62,0.75,-0.058,0.303,-0.423
1396,Sneakers (1992),1992,46,3.48,0.66,-0.058,0.303,-0.423
7254,The Butterfly Effect (2004),2004,46,3.63,1.04,-0.058,0.303,-0.423
1690,Alien: Resurrection (1997),1997,45,2.92,1.00,-0.058,0.303,-0.423
4718,American Pie 2 (2001),2001,45,3.07,1.24,-0.058,0.303,-0.423
2294,Antz (1998),1998,45,3.24,0.77,-0.058,0.303,-0.423
616,"Aristocats, The (1970)",1970,45,3.41,0.87,-0.058,0.303,-0.423
4571,Bill & Ted's Excellent Adventure (1989),1989,45,3.70,0.76,-0.058,0.303,-0.423
1250,"Bridge on the River Kwai, The (1957)",1957,45,4.12,1.11,-0.058,0.303,-0.423
3863,"Cell, The (2000)",2000,45,3.04,1.08,-0.058,0.303,-0.423
1183,"English Patient, The (1996)",1996,45,3.71,0.96,-0.058,0.303,-0.423
4369,"Fast and the Furious, The (2001)",2001,45,3.07,0.99,-0.058,0.303,-0.423
236,French Kiss (1995),1995,45,3.48,0.92,-0.058,0.303,-0.423
2023,"Godfather: Part III, The (1990)",1990,45,3.36,1.00,-0.058,0.303,-0.423
920,Gone with the Wind (1939),1939,45,3.64,1.06,-0.058,0.303,-0.423
31685,Hitch (2005),2005,45,3.17,0.79,-0.058,0.303,-0.423
1204,Lawrence of Arabia (1962),1962,45,4.30,0.84,-0.058,0.303,-0.423
3255,"League of Their Own, A (1992)",1992,45,3.47,0.68,-0.058,0.303,-0.423
1907,Mulan (1998),1998,45,3.57,0.79,-0.058,0.303,-0.423
4270,"Mummy Returns, The (2001)",2001,45,3.09,1.15,-0.058,0.303,-0.423
2490,Payback (1999),1999,45,3.42,0.99,-0.058,0.303,-0.423
196,Species (1995),1995,45,2.67,0.92,-0.058,0.303,-0.423
1371,Star Trek: The Motion Picture (1979),1979,45,3.04,0.96,-0.058,0.303,-0.423
6537,Terminator 3: Rise of the Machines (2003),2003,45,3.04,0.88,-0.058,0.303,-0.423
2288,"Thing, The (1982)",1982,45,3.93,1.05,-0.058,0.303,-0.423
2890,Three Kings (1999),1999,45,3.71,0.77,-0.058,0.303,-0.423
1722,Tomorrow Never Dies (1997),1997,45,3.07,1.00,-0.058,0.303,-0.423
1266,Unforgiven (1992),1992,45,4.11,0.72,-0.058,0.303,-0.423
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),1961,44,3.43,0.75,-0.058,0.303,-0.423
5377,About a Boy (2002),2002,44,3.72,0.72,-0.058,0.303,-0.423
1333,"Birds, The (1963)",1963,44,3.60,0.80,-0.058,0.303,-0.423
8798,Collateral (2004),2004,44,3.76,0.76,-0.058,0.303,-0.423
37729,Corpse Bride (2005),2005,44,3.53,0.68,-0.058,0.303,-0.423
111759,Edge of Tomorrow (2014),2014,44,3.98,0.71,-0.058,0.303,-0.423
5903,Equilibrium (2002),2002,44,3.88,0.68,-0.058,0.303,-0.423
849,Escape from L.A. (1996),1996,44,2.92,1.04,-0.058,0.303,-0.423
33004,"Hitchhiker's Guide to the Galaxy, The (2005)",2005,44,3.42,0.91,-0.058,0.303,-0.423
913,"Maltese Falcon, The (1941)",1941,44,4.17,0.63,-0.058,0.303,-0.423
3499,Misery (1990),1990,44,3.84,0.76,-0.058,0.303,-0.423
3755,"Perfect Storm, The (2000)",2000,44,3.17,0.97,-0.058,0.303,-0.423
151,Rob Roy (1995),1995,44,3.55,0.95,-0.058,0.303,-0.423
79702,Scott Pilgrim vs. the World (2010),2010,44,3.70,1.00,-0.058,0.303,-0.423
52722,Spider-Man 3 (2007),2007,44,3.00,0.96,-0.058,0.303,-0.423
46976,Stranger than Fiction (2006),2006,44,3.69,1.06,-0.058,0.303,-0.423
4975,Vanilla Sky (2001),2001,44,3.42,0.88,-0.058,0.303,-0.423
3363,American Graffiti (1973),1973,43,3.85,0.75,-0.058,0.303,-0.423
3275,"Boondock Saints, The (2000)",2000,43,4.22,0.58,-0.058,0.303,-0.423
2407,Cocoon (1985),1985,43,3.27,0.76,-0.058,0.303,-0.423
1597,Conspiracy Theory (1997),1997,43,2.94,1.02,-0.058,0.303,-0.423
1876,Deep Impact (1998),1998,43,3.07,0.90,-0.058,0.303,-0.423
1263,"Deer Hunter, The (1978)",1978,43,3.83,1.10,-0.058,0.303,-0.423
2605,Entrapment (1999),1999,43,2.99,0.94,-0.058,0.303,-0.423
2455,"Fly, The (1986)",1986,43,3.38,0.90,-0.058,0.303,-0.423
3448,"Good Morning, Vietnam (1987)",1987,43,3.80,0.82,-0.058,0.303,-0.423
1262,"Great Escape, The (1963)",1963,43,4.13,0.87,-0.058,0.303,-0.423
252,I.Q. (1994),1994,43,3.45,0.86,-0.058,0.303,-0.423
47610,"Illusionist, The (2006)",2006,43,3.78,0.87,-0.058,0.303,-0.423
134853,Inside Out (2015),2015,43,3.81,0.98,-0.058,0.303,-0.423
76251,Kick-Ass (2010),2010,43,3.65,0.81,-0.058,0.303,-0.423
497,Much Ado About Nothing (1993),1993,43,3.81,0.88,-0.058,0.303,-0.423
2161,"NeverEnding Story, The (1984)",1984,43,3.58,0.94,-0.058,0.303,-0.423
8984,Ocean's Twelve (2004),2004,43,3.29,1.03,-0.058,0.303,-0.423
4310,Pearl Harbor (2001),2001,43,2.97,1.17,-0.058,0.303,-0.423
2278,Ronin (1998),1998,43,3.52,0.98,-0.058,0.303,-0.423
3624,Shanghai Noon (2000),2000,43,3.15,1.00,-0.058,0.303,-0.423
1376,Star Trek IV: The Voyage Home (1986),1986,43,3.48,1.10,-0.058,0.303,-0.423
852,Tin Cup (1996),1996,43,3.17,1.01,-0.058,0.303,-0.423
60684,Watchmen (2009),2009,43,3.99,0.73,-0.058,0.303,-0.423
87232,X-Men: First Class (2011),2011,43,3.79,0.83,-0.058,0.303,-0.423
69757,(500) Days of Summer (2009),2009,42,3.67,1.06,-0.058,0.303,-0.423
1562,Batman & Robin (1997),1997,42,2.21,0.73,-0.058,0.303,-0.423
81591,Black Swan (2010),2010,42,3.63,1.09,-0.058,0.303,-0.423
431,Carlito's Way (1993),1993,42,3.74,0.81,-0.058,0.303,-0.423
1022,Cinderella (1950),1950,42,3.49,0.79,-0.058,0.303,-0.423
1094,"Crying Game, The (1992)",1992,42,3.44,1.00,-0.058,0.303,-0.423
441,Dazed and Confused (1993),1993,42,3.93,0.93,-0.058,0.303,-0.423
1088,Dirty Dancing (1987),1987,42,3.37,0.99,-0.058,0.303,-0.423
3210,Fast Times at Ridgemont High (1982),1982,42,3.48,0.86,-0.058,0.303,-0.423
355,"Flintstones, The (1994)",1994,42,2.36,0.97,-0.058,0.303,-0.423
91658,"Girl with the Dragon Tattoo, The (2011)",2011,42,3.49,1.33,-0.058,0.303,-0.423
785,Kingpin (1996),1996,42,3.37,0.93,-0.058,0.303,-0.423
1967,Labyrinth (1986),1986,42,3.82,0.95,-0.058,0.303,-0.423
261,Little Women (1994),1994,42,3.88,0.76,-0.058,0.303,-0.423
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",1988,42,3.40,0.96,-0.058,0.303,-0.423
2915,Risky Business (1983),1983,42,3.44,0.92,-0.058,0.303,-0.423
2724,Runaway Bride (1999),1999,42,2.83,1.05,-0.058,0.303,-0.423
2273,Rush Hour (1998),1998,42,3.26,0.90,-0.058,0.303,-0.423
1375,Star Trek III: The Search for Spock (1984),1984,42,3.26,0.77,-0.058,0.303,-0.423
1372,Star Trek VI: The Undiscovered Country (1991),1991,42,3.35,1.16,-0.058,0.303,-0.423
59369,Taken (2008),2008,42,3.62,1.10,-0.058,0.303,-0.423
1042,That Thing You Do! (1996),1996,42,3.27,0.91,-0.058,0.303,-0.423
3301,"Whole Nine Yards, The (2000)",2000,42,3.52,0.84,-0.058,0.303,-0.423
1909,"X-Files: Fight the Future, The (1998)",1998,42,3.44,0.94,-0.058,0.303,-0.423
5810,8 Mile (2002),2002,41,3.29,1.04,-0.058,0.303,-0.423
115617,Big Hero 6 (2014),2014,41,3.85,0.91,-0.058,0.303,-0.423
45517,Cars (2006),2006,41,3.38,0.84,-0.058,0.303,-0.423
494,Executive Decision (1996),1996,41,3.38,0.98,-0.058,0.303,-0.423
1242,Glory (1989),1989,41,4.17,0.66,-0.058,0.303,-0.423
2003,Gremlins (1984),1984,41,3.38,0.92,-0.058,0.303,-0.423
1285,Heathers (1989),1989,41,3.73,1.01,-0.058,0.303,-0.423
7373,Hellboy (2004),2004,41,3.38,1.00,-0.058,0.303,-0.423
57669,In Bruges (2008),2008,41,4.16,0.67,-0.058,0.303,-0.423
55247,Into the Wild (2007),2007,41,3.90,0.88,-0.058,0.303,-0.423
4299,"Knight's Tale, A (2001)",2001,41,3.34,1.03,-0.058,0.303,-0.423
2087,Peter Pan (1953),1953,41,3.57,0.75,-0.058,0.303,-0.423
3916,Remember the Titans (2000),2000,41,3.74,0.98,-0.058,0.303,-0.423
3617,Road Trip (2000),2000,41,3.09,1.01,-0.058,0.303,-0.423
543,So I Married an Axe Murderer (1993),1993,41,3.32,1.04,-0.058,0.303,-0.423
122886,Star Wars: Episode VII - The Force Awakens (2015),2015,41,3.85,0.87,-0.058,0.303,-0.423
762,Striptease (1996),1996,41,2.41,1.08,-0.058,0.303,-0.423
3418,Thelma & Louise (1991),1991,41,3.46,1.03,-0.058,0.303,-0.423
2968,Time Bandits (1981),1981,41,3.73,0.98,-0.058,0.303,-0.423
1032,Alice in Wonderland (1951),1951,40,3.38,0.96,-0.058,0.303,-0.423
6218,Bend It Like Beckham (2002),2002,40,3.30,1.06,-0.058,0.303,-0.423
1233,"Boot, Das (Boat, The) (1981)",1981,40,4.21,0.68,-0.058,0.303,-0.423
2541,Cruel Intentions (1999),1999,40,3.23,0.95,-0.058,0.303,-0.423
224,Don Juan DeMarco (1995),1995,40,3.61,0.76,-0.058,0.303,-0.423
4223,Enemy at the Gates (2001),2001,40,3.51,0.91,-0.058,0.303,-0.423
98809,"Hobbit: An Unexpected Journey, The (2012)",2012,40,3.81,0.84,-0.058,0.303,-0.423
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),2004,40,4.08,0.72,-0.058,0.303,-0.423
471,"Hudsucker Proxy, The (1994)",1994,40,3.55,1.11,-0.058,0.303,-0.423
44199,Inside Man (2006),2006,40,3.80,0.99,-0.058,0.303,-0.423
41569,King Kong (2005),2005,40,3.40,0.71,-0.058,0.303,-0.423
4367,Lara Croft: Tomb Raider (2001),2001,40,2.90,1.12,-0.058,0.303,-0.423
33615,Madagascar (2005),2005,40,3.38,0.84,-0.058,0.303,-0.423
6807,Monty Python's The Meaning of Life (1983),1983,40,3.95,0.77,-0.058,0.303,-0.423
1569,My Best Friend's Wedding (1997),1997,40,3.50,0.91,-0.058,0.303,-0.423
282,Nell (1994),1994,40,3.34,0.94,-0.058,0.303,-0.423
1228,Raging Bull (1980),1980,40,4.19,0.80,-0.058,0.303,-0.423
376,"River Wild, The (1994)",1994,40,3.25,0.82,-0.058,0.303,-0.423
3703,"Road Warrior, The (Mad Max 2) (1981)",1981,40,4.04,0.87,-0.058,0.303,-0.423
529,Searching for Bobby Fischer (1993),1993,40,3.88,0.77,-0.058,0.303,-0.423
2193,Willow (1988),1988,40,3.34,1.03,-0.058,0.303,-0.423
1674,Witness (1985),1985,40,3.65,0.82,-0.058,0.303,-0.423
1274,Akira (1988),1988,39,3.74,1.27,-0.058,0.303,-0.423
1673,Boogie Nights (1997),1997,39,4.08,0.74,-0.058,0.303,-0.423
2908,Boys Don't Cry (1999),1999,39,3.55,1.08,-0.058,0.303,-0.423
61323,Burn After Reading (2008),2008,39,3.49,0.93,-0.058,0.303,-0.423
8528,Dodgeball: A True Underdog Story (2004),2004,39,3.55,1.01,-0.058,0.303,-0.423
6936,Elf (2003),2003,39,3.69,0.75,-0.058,0.303,-0.423
1129,Escape from New York (1981),1981,39,3.45,0.97,-0.058,0.303,-0.423
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",1964,39,3.94,0.84,-0.058,0.303,-0.423
58998,Forgetting Sarah Marshall (2008),2008,39,3.77,0.94,-0.058,0.303,-0.423
1953,"French Connection, The (1971)",1971,39,3.87,0.78,-0.058,0.303,-0.423
