release_year,genre,average_rating,rating_count
1993,War,3.92,296
1993,Western,3.75,71
1994,Action,3.34,1423
1994,Adventure,3.38,991
1994,Animation,3.84,200
1994,Children,3.21,416
1994,Comedy,3.42,2795
1994,Crime,3.85,1326
1994,Documentary,4.19,52
1994,Drama,3.78,2808
1994,Fantasy,3.12,428
1994,Film-Noir,4.00,1
1994,Horror,3.27,201
1994,IMAX,3.94,173
1994,Musical,3.88,183
1994,Mystery,3.32,118
1994,Romance,3.65,1210
1994,Sci-Fi,3.22,342
1994,Thriller,3.59,1458
1994,War,3.99,413
1994,Western,3.17,231
1995,(no genres listed),3.00,2
1995,Action,3.28,1940
1995,Adventure,3.37,1322
1995,Animation,3.72,409
1995,Children,3.46,801
1995,Comedy,3.31,1992
1995,Crime,3.50,1318
1995,Documentary,3.90,15
1995,Drama,3.57,2377
1995,Fantasy,3.57,493
1995,Film-Noir,3.32,14
1995,Horror,2.91,183
1995,IMAX,3.85,201
1995,Musical,3.13,74
1995,Mystery,3.86,822
1995,Romance,3.38,1235
1995,Sci-Fi,3.27,818
1995,Thriller,3.60,1842
1995,War,3.75,448
1995,Western,3.40,121
1996,(no genres listed),4.00,1
1996,Action,3.30,1456
1996,Adventure,3.36,1375
1996,Animation,3.24,233
1996,Children,3.10,393
1996,Comedy,3.30,2094
1996,Crime,3.58,632
1996,Documentary,4.08,36
1996,Drama,3.54,1628
1996,Fantasy,2.95,384
1996,Film-Noir,3.04,12
1996,Horror,3.16,236
1996,Musical,3.33,185
1996,Mystery,3.52,305
1996,Romance,3.39,892
1996,Sci-Fi,3.17,697
1996,Thriller,3.39,1858
1996,War,3.55,75
1996,Western,4.16,19
1997,Action,3.16,1248
1997,Adventure,3.17,665
1997,Animation,3.71,119
1997,Children,2.97,165
1997,Comedy,3.35,1410
1997,Crime,3.57,492
1997,Documentary,3.53,16
1997,Drama,3.60,1760
1997,Fantasy,3.12,158
1997,Film-Noir,3.89,118
1997,Horror,2.82,208
1997,IMAX,4.00,1
1997,Musical,3.37,60
1997,Mystery,3.41,496
1997,Romance,3.55,874
1997,Sci-Fi,3.39,804
1997,Thriller,3.17,1265
1997,War,3.76,135
1998,Action,3.35,1050
1998,Adventure,3.32,450
1998,Animation,3.34,260
1998,Children,3.17,299
1998,Comedy,3.45,1678
1998,Crime,3.62,821
1998,Documentary,3.66,22
1998,Drama,3.64,1676
1998,Fantasy,3.30,207
1998,Film-Noir,3.82,48
1998,Horror,2.72,166
1998,IMAX,4.31,8
1998,Musical,3.37,89
1998,Mystery,3.27,199
1998,Romance,3.38,890
1998,Sci-Fi,3.22,597
1998,Thriller,3.26,996
1998,War,3.88,263
1998,Western,2.33,9
1999,Action,3.54,1284
1999,Adventure,3.38,820
1999,Animation,3.84,255
1999,Children,3.52,243
1999,Comedy,3.34,1930
1999,Crime,3.97,598
1999,Documentary,3.73,35
1999,Drama,3.72,1897
1999,Fantasy,3.48,556
1999,Horror,3.26,562
1999,IMAX,3.83,15
1999,Musical,3.88,99
1999,Mystery,3.57,484
1999,Romance,3.47,793
1999,Sci-Fi,3.54,701
1999,Thriller,3.54,1265
1999,War,3.80,66
1999,Western,2.21,54
2000,Action,3.37,1068
2000,Adventure,3.43,754
2000,Animation,3.38,227
2000,Children,3.22,256
2000,Comedy,3.23,1628
2000,Crime,3.63,693
2000,Documentary,3.60,21
2000,Drama,3.60,1988
2000,Fantasy,3.16,143
2000,Horror,3.13,368
2000,IMAX,3.50,1
2000,Musical,3.87,38
2000,Mystery,3.77,286
2000,Romance,3.42,580
2000,Sci-Fi,3.20,480
2000,Thriller,3.45,1113
2000,War,3.54,125
2000,Western,3.10,48
2001,Action,3.20,700
2001,Adventure,3.62,1080
2001,Animation,3.80,526
2001,Children,3.67,510
2001,Comedy,3.34,1647
2001,Crime,3.54,556
2001,Documentary,3.78,34
2001,Drama,3.56,1552
2001,Fantasy,3.80,873
2001,Film-Noir,3.84,51
2001,Horror,3.23,182
2001,Musical,3.49,67
2001,Mystery,3.62,442
2001,Romance,3.49,1124
2001,Sci-Fi,3.41,447
2001,Thriller,3.48,883
2001,War,3.52,196
2001,Western,2.17,6
2002,Action,3.41,1153
2002,Adventure,3.55,959
2002,Animation,3.57,146
2002,Children,3.37,189
2002,Comedy,3.18,1097
2002,Crime,3.57,785
2002,Documentary,3.72,141
2002,Drama,3.60,1442
2002,Fantasy,3.55,410
2002,Horror,3.17,335
2002,IMAX,3.19,100
2002,Musical,3.33,84
2002,Mystery,3.50,414
2002,Romance,3.42,567
2002,Sci-Fi,3.35,737
2002,Thriller,3.41,1159
2002,War,3.73,86
2002,Western,3.17,3
2003,Action,3.44,1362
2003,Adventure,3.58,1076
2003,Animation,3.84,212
2003,Children,3.51,301
2003,Comedy,3.39,1366
2003,Crime,3.46,588
2003,Documentary,3.95,65
2003,Drama,3.70,1220
2003,Fantasy,3.67,663
2003,Horror,2.92,170
2003,IMAX,3.26,176
2003,Musical,3.34,88
2003,Mystery,3.71,221
2003,Romance,3.48,529
2003,Sci-Fi,3.21,458
2003,Thriller,3.38,825
2003,War,3.80,149
2003,Western,3.88,12
2004,Action,3.45,1132
2004,Adventure,3.51,978
2004,Animation,3.64,345
2004,Children,3.53,296
2004,Comedy,3.41,1381
2004,Crime,3.50,404
2004,Documentary,3.60,134
2004,Drama,3.61,1541
2004,Fantasy,3.44,380
2004,Horror,3.26,287
2004,IMAX,3.82,183
2004,Musical,3.45,116
2004,Mystery,3.31,235
2004,Romance,3.60,783
2004,Sci-Fi,3.58,519
2004,Thriller,3.44,877
2004,War,3.50,162
2004,Western,3.19,8
2005,Action,3.38,918
2005,Adventure,3.29,783
2005,Animation,3.41,168
2005,Children,3.24,272
2005,Comedy,3.22,969
2005,Crime,3.59,564
2005,Documentary,3.68,75
2005,Drama,3.42,884
2005,Fantasy,3.31,407
2005,Film-Noir,3.87,97
2005,Horror,2.85,203
2005,IMAX,3.59,267
2005,Musical,3.49,117
2005,Mystery,3.55,185
2005,Romance,3.37,586
2005,Sci-Fi,3.22,378
2005,Thriller,3.35,739
2005,War,3.70,88
2005,Western,3.31,13
2006,Action,3.46,724
2006,Adventure,3.59,596
2006,Animation,3.45,173
2006,Children,3.15,128
2006,Comedy,3.30,833
2006,Crime,3.69,367
2006,Documentary,3.74,74
2006,Drama,3.67,1455
2006,Fantasy,3.40,455
2006,Film-Noir,2.50,1
2006,Horror,2.78,140
2006,IMAX,3.55,167
2006,Musical,3.45,33
2006,Mystery,3.55,325
2006,Romance,3.43,368
2006,Sci-Fi,3.65,455
2006,Thriller,3.61,1161
2006,War,3.66,93
2006,Western,1.00,1
2007,Action,3.48,806
2007,Adventure,3.33,489
2007,Animation,3.60,234
2007,Children,3.48,172
2007,Comedy,3.45,767
2007,Crime,3.67,576
2007,Documentary,3.83,53
2007,Drama,3.69,1082
2007,Fantasy,3.41,361
2007,Horror,3.37,328
2007,IMAX,3.50,291
2007,Musical,3.62,89
2007,Mystery,3.67,133
2007,Romance,3.50,329
2007,Sci-Fi,3.37,355
2007,Thriller,3.46,811
2007,War,3.63,117
2007,Western,4.10,63
2008,Action,3.55,907
2008,Adventure,3.48,584
2008,Animation,3.71,267
2008,Children,3.67,266
2008,Comedy,3.37,848
2008,Crime,3.80,566
2008,Documentary,3.65,50
2008,Drama,3.68,957
2008,Fantasy,3.36,207
2008,Horror,3.21,52
2008,IMAX,3.91,240
2008,Musical,3.48,47
2008,Mystery,3.32,98
2008,Romance,3.53,515
2008,Sci-Fi,3.53,445
2008,Thriller,3.36,443
2008,War,3.68,130
2008,Western,3.40,15
2009,Action,3.56,664
2009,Adventure,3.61,492
2009,Animation,3.77,275
2009,Children,3.72,204
2009,Comedy,3.42,581
2009,Crime,3.62,299
2009,Documentary,3.95,20
2009,Drama,3.64,847
2009,Fantasy,3.61,211
2009,Film-Noir,2.75,2
2009,Horror,3.41,150
2009,IMAX,3.61,326
2009,Musical,3.59,22
2009,Mystery,3.81,347
2009,Romance,3.52,304
2009,Sci-Fi,3.50,522
2009,Thriller,3.49,549
2009,War,4.07,100
2009,Western,4.25,2
2010,Action,3.51,691
2010,Adventure,3.50,404
2010,Animation,3.86,227
2010,Children,3.78,239
2010,Comedy,3.47,632
2010,Crime,3.89,261
2010,Documentary,3.95,55
2010,Drama,3.70,704
2010,Fantasy,3.53,356
2010,Film-Noir,3.75,2
2010,Horror,3.38,80
2010,IMAX,3.78,480
2010,Musical,3.76,72
2010,Mystery,4.02,250
2010,Romance,3.30,235
2010,Sci-Fi,3.74,291
2010,Thriller,3.62,558
2010,War,3.65,27
2010,Western,3.51,36
2011,Action,3.41,535
2011,Adventure,3.45,402
2011,Animation,3.37,93
2011,Children,3.34,91
2011,Comedy,3.42,575
2011,Crime,3.52,187
2011,Documentary,3.80,32
2011,Drama,3.59,629
2011,Fantasy,3.46,195
2011,Film-Noir,3.78,40
2011,Horror,3.19,35
2011,IMAX,3.44,270
2011,Musical,2.46,13
2011,Mystery,3.66,204
2011,Romance,3.37,178
2011,Sci-Fi,3.44,329
2011,Thriller,3.47,544
2011,War,3.46,94
2011,Western,3.40,26
2012,Action,3.55,693
2012,Adventure,3.60,484
2012,Animation,3.59,139
2012,Children,3.50,72
2012,Comedy,3.37,439
2012,Crime,3.64,222
2012,Documentary,3.65,17
2012,Drama,3.56,511
2012,Fantasy,3.42,133
2012,Film-Noir,1.50,1
2012,Horror,3.39,96
2012,IMAX,3.60,454
2012,Musical,3.45,40
2012,Mystery,2.92,12
2012,Romance,3.39,120
2012,Sci-Fi,3.53,353
2012,Thriller,3.48,306
2012,War,3.25,10
2012,Western,3.94,71
2013,(no genres listed),4.00,3
2013,Action,3.34,475
2013,Adventure,3.51,355
2013,Animation,3.51,112
2013,Children,3.16,31
2013,Comedy,3.46,426
2013,Crime,3.46,203
2013,Documentary,4.05,10
2013,Drama,3.58,461
2013,Fantasy,3.32,179
2013,Horror,3.26,72
2013,IMAX,3.41,370
2013,Musical,3.62,29
2013,Mystery,3.62,68
2013,Romance,3.53,138
2013,Sci-Fi,3.48,328
2013,Thriller,3.47,211
2013,War,3.50,7
2013,Western,2.79,7
2014,Action,3.49,526
2014,Adventure,3.54,317
2014,Animation,3.76,112
2014,Children,3.40,80
2014,Comedy,3.43,423
2014,Crime,3.30,126
2014,Documentary,3.98,23
2014,Drama,3.54,466
2014,Fantasy,3.47,77
2014,Horror,3.60,46
2014,IMAX,3.47,234
2014,Musical,3.06,9
2014,Mystery,3.41,53
2014,Romance,3.22,97
2014,Sci-Fi,3.62,403
2014,Thriller,3.67,268
2014,War,3.73,93
2014,Western,2.93,14
2015,(no genres listed),3.08,6
2015,Action,3.35,413
2015,Adventure,3.59,484
2015,Animation,3.49,92
2015,Children,3.32,95
2015,Comedy,3.43,380
2015,Crime,3.29,147
2015,Documentary,3.87,23
2015,Drama,3.48,415
2015,Fantasy,3.56,131
2015,Horror,3.02,45
2015,IMAX,3.85,41
2015,Musical,3.00,1
2015,Mystery,2.94,36
2015,Romance,3.21,57
2015,Sci-Fi,3.53,354
2015,Thriller,3.25,256
2015,War,3.67,3
2015,Western,3.81,24
2016,(no genres listed),2.81,8
2016,Action,3.39,328
2016,Adventure,3.47,280
2016,Animation,3.67,106
2016,Children,3.55,65
2016,Comedy,3.44,289
2016,Crime,3.32,65
2016,Documentary,3.97,19
2016,Drama,3.39,177
2016,Fantasy,3.33,129
2016,Horror,2.86,28
2016,Mystery,3.61,35
2016,Romance,3.36,42
2016,Sci-Fi,3.49,249
2016,Thriller,3.36,139
2016,War,3.57,14
2016,Western,3.58,6
2017,(no genres listed),3.55,10
2017,Action,3.61,232
2017,Adventure,3.56,165
2017,Animation,3.44,42
2017,Children,3.36,32
2017,Comedy,3.38,88
2017,Crime,3.86,49
2017,Documentary,4.25,10
2017,Drama,3.51,109
2017,Fantasy,3.48,66
2017,Horror,3.15,47
2017,Mystery,3.15,13
2017,Romance,3.62,13
2017,Sci-Fi,3.73,143
2017,Thriller,3.43,69
2017,War,3.53,17
2017,Western,3.25,2
2018,Action,3.59,54
2018,Adventure,3.63,40
2018,Animation,3.30,10
2018,Children,3.45,10
2018,Comedy,3.64,36
2018,Crime,3.00,6
2018,Documentary,4.00,2
2018,Drama,2.88,13
2018,Fantasy,3.12,13
2018,Horror,2.88,8
2018,Mystery,3.06,8
2018,Romance,4.50,1
2018,Sci-Fi,3.71,47
2018,Thriller,3.14,21
